timestamp,city,cell_id,latitude,longitude,throughput_mbps,latency_ms,packet_loss_pct,rsrp_dbm,users_connected
2025-12-05 20:18:00,Hyderabad,HYD_C1,17.385,78.4867,75.67,82.57,1.571,-76.1,172
2025-12-05 20:18:30,Hyderabad,HYD_C1,17.385,78.4867,93.06,86.18,1.349,-88.4,152
2025-12-05 20:19:00,Hyderabad,HYD_C1,17.385,78.4867,94.22,86.28,1.448,-88.5,165
2025-12-05 20:19:30,Hyderabad,HYD_C1,17.385,78.4867,92.84,87.48,1.369,-84.7,127
2025-12-05 20:20:00,Hyderabad,HYD_C1,17.385,78.4867,89.96,78.12,1.519,-86.2,166
2025-12-05 20:20:30,Hyderabad,HYD_C1,17.385,78.4867,97.4,83.47,1.442,-87.0,184
2025-12-05 20:21:00,Hyderabad,HYD_C1,17.385,78.4867,100.84,82.24,1.481,-89.1,184
2025-12-05 20:21:30,Hyderabad,HYD_C1,17.385,78.4867,88.89,83.61,1.479,-82.9,184
2025-12-05 20:22:00,Hyderabad,HYD_C1,17.385,78.4867,107.04,79.86,1.351,-84.1,127
2025-12-05 20:22:30,Hyderabad,HYD_C1,17.385,78.4867,82.83,87.69,1.572,-81.1,178
2025-12-05 20:23:00,Hyderabad,HYD_C1,17.385,78.4867,112.59,82.04,1.61,-77.3,184
2025-12-05 20:23:30,Hyderabad,HYD_C1,17.385,78.4867,95.68,87.34,1.448,-86.1,136
2025-12-05 20:24:00,Hyderabad,HYD_C1,17.385,78.4867,98.42,82.27,1.501,-88.6,165
2025-12-05 20:24:30,Hyderabad,HYD_C1,17.385,78.4867,85.28,87.88,1.492,-87.3,158
2025-12-05 20:25:00,Hyderabad,HYD_C1,17.385,78.4867,91.33,82.5,1.493,-87.3,124
2025-12-05 20:25:30,Hyderabad,HYD_C1,17.385,78.4867,73.47,79.74,1.521,-76.6,166
2025-12-05 20:26:00,Hyderabad,HYD_C1,17.385,78.4867,80.4,81.75,1.537,-86.8,170
2025-12-05 20:26:30,Hyderabad,HYD_C1,17.385,78.4867,94.27,82.87,1.488,-79.2,183
2025-12-05 20:27:00,Hyderabad,HYD_C1,17.385,78.4867,84.48,81.73,1.427,-83.0,124
2025-12-05 20:27:30,Hyderabad,HYD_C1,17.385,78.4867,73.75,79.79,1.499,-84.4,174
2025-12-05 20:28:00,Hyderabad,HYD_C1,17.385,78.4867,109.54,85.02,1.464,-82.0,174
2025-12-05 20:28:30,Hyderabad,HYD_C1,17.385,78.4867,97.14,79.77,1.421,-88.7,141
2025-12-05 20:29:00,Hyderabad,HYD_C1,17.385,78.4867,90.52,87.38,1.457,-78.1,133
2025-12-05 20:29:30,Hyderabad,HYD_C1,17.385,78.4867,78.76,79.33,1.47,-85.7,158
2025-12-05 20:30:00,Hyderabad,HYD_C1,17.385,78.4867,81.57,77.18,1.485,-84.2,147
2025-12-05 20:30:30,Hyderabad,HYD_C1,17.385,78.4867,83.65,77.77,1.536,-86.0,181
2025-12-05 20:31:00,Hyderabad,HYD_C1,17.385,78.4867,85.04,89.55,1.489,-90.3,184
2025-12-05 20:31:30,Hyderabad,HYD_C1,17.385,78.4867,92.16,83.95,1.435,-87.5,154
2025-12-05 20:32:00,Hyderabad,HYD_C1,17.385,78.4867,118.2,71.34,1.497,-92.1,182
2025-12-05 20:32:30,Hyderabad,HYD_C1,17.385,78.4867,88.93,81.85,1.329,-79.0,121
2025-12-05 20:33:00,Hyderabad,HYD_C1,17.385,78.4867,78.65,84.43,1.358,-81.9,141
2025-12-05 20:33:30,Hyderabad,HYD_C1,17.385,78.4867,98.2,81.78,1.531,-90.1,161
2025-12-05 20:34:00,Hyderabad,HYD_C1,17.385,78.4867,71.53,84.03,1.434,-84.4,188
2025-12-05 20:34:30,Hyderabad,HYD_C1,17.385,78.4867,104.47,86.57,1.395,-86.6,122
2025-12-05 20:35:00,Hyderabad,HYD_C1,17.385,78.4867,85.51,81.38,1.504,-81.0,176
2025-12-05 20:35:30,Hyderabad,HYD_C1,17.385,78.4867,115.98,86.76,1.465,-80.9,143
2025-12-05 20:36:00,Hyderabad,HYD_C1,17.385,78.4867,91.58,79.64,1.434,-81.8,156
2025-12-05 20:36:30,Hyderabad,HYD_C1,17.385,78.4867,84.14,85.28,1.335,-84.5,142
2025-12-05 20:37:00,Hyderabad,HYD_C1,17.385,78.4867,80.45,83.7,1.54,-93.9,173
2025-12-05 20:37:30,Hyderabad,HYD_C1,17.385,78.4867,86.75,79.55,1.403,-84.5,138
2025-12-05 20:38:00,Hyderabad,HYD_C1,17.385,78.4867,117.64,76.08,1.538,-80.4,132
2025-12-05 20:38:30,Hyderabad,HYD_C1,17.385,78.4867,83.4,83.64,1.537,-79.5,149
2025-12-05 20:39:00,Hyderabad,HYD_C1,17.385,78.4867,96.47,85.91,1.364,-78.2,156
2025-12-05 20:39:30,Hyderabad,HYD_C1,17.385,78.4867,82.54,84.33,1.485,-80.7,162
2025-12-05 20:40:00,Hyderabad,HYD_C1,17.385,78.4867,80.24,85.29,1.466,-84.9,171
2025-12-05 20:40:30,Hyderabad,HYD_C1,17.385,78.4867,90.09,80.7,1.438,-84.2,153
2025-12-05 20:41:00,Hyderabad,HYD_C1,17.385,78.4867,96.47,82.87,1.53,-83.3,149
2025-12-05 20:41:30,Hyderabad,HYD_C1,17.385,78.4867,84.36,80.28,1.433,-82.6,133
2025-12-05 20:42:00,Hyderabad,HYD_C1,17.385,78.4867,90.92,78.13,1.562,-90.9,149
2025-12-05 20:42:30,Hyderabad,HYD_C1,17.385,78.4867,98.17,84.01,1.479,-84.2,154
2025-12-05 20:43:00,Hyderabad,HYD_C1,17.385,78.4867,89.64,79.82,1.492,-85.9,125
2025-12-05 20:43:30,Hyderabad,HYD_C1,17.385,78.4867,78.6,81.21,1.463,-90.1,145
2025-12-05 20:44:00,Hyderabad,HYD_C1,17.385,78.4867,105.73,81.1,1.51,-84.7,173
2025-12-05 20:44:30,Hyderabad,HYD_C1,17.385,78.4867,90.46,87.76,1.392,-80.6,162
2025-12-05 20:45:00,Hyderabad,HYD_C1,17.385,78.4867,84.25,83.44,1.614,-87.9,157
2025-12-05 20:45:30,Hyderabad,HYD_C1,17.385,78.4867,86.15,82.1,1.426,-91.6,138
2025-12-05 20:46:00,Hyderabad,HYD_C1,17.385,78.4867,101.97,80.85,1.503,-86.2,183
2025-12-05 20:46:30,Hyderabad,HYD_C1,17.385,78.4867,87.31,86.08,1.323,-87.1,167
2025-12-05 20:47:00,Hyderabad,HYD_C1,17.385,78.4867,90.21,76.62,1.369,-88.4,144
2025-12-05 20:47:30,Hyderabad,HYD_C1,17.385,78.4867,96.18,85.28,1.473,-87.1,173
2025-12-05 20:48:00,Hyderabad,HYD_C1,17.385,78.4867,83.36,84.78,1.532,-86.1,130
2025-12-05 20:48:30,Hyderabad,HYD_C1,17.385,78.4867,98.49,85.92,1.495,-83.2,184
2025-12-05 20:49:00,Hyderabad,HYD_C1,17.385,78.4867,110.24,80.62,1.461,-80.1,187
2025-12-05 20:49:30,Hyderabad,HYD_C1,17.385,78.4867,99.83,82.63,1.571,-88.3,171
2025-12-05 20:50:00,Hyderabad,HYD_C1,17.385,78.4867,106.5,80.74,1.515,-84.1,185
2025-12-05 20:50:30,Hyderabad,HYD_C1,17.385,78.4867,98.48,80.4,1.561,-82.3,136
2025-12-05 20:51:00,Hyderabad,HYD_C1,17.385,78.4867,94.77,86.07,1.436,-82.4,168
2025-12-05 20:51:30,Hyderabad,HYD_C1,17.385,78.4867,93.49,85.83,1.395,-84.9,141
2025-12-05 20:52:00,Hyderabad,HYD_C1,17.385,78.4867,89.71,86.81,1.373,-97.7,152
2025-12-05 20:52:30,Hyderabad,HYD_C1,17.385,78.4867,88.1,81.26,1.391,-85.1,143
2025-12-05 20:53:00,Hyderabad,HYD_C1,17.385,78.4867,100.45,85.8,1.459,-85.6,179
2025-12-05 20:53:30,Hyderabad,HYD_C1,17.385,78.4867,69.74,77.52,1.497,-82.6,149
2025-12-05 20:54:00,Hyderabad,HYD_C1,17.385,78.4867,89.13,86.1,1.353,-84.6,167
2025-12-05 20:54:30,Hyderabad,HYD_C1,17.385,78.4867,114.52,83.16,1.385,-88.8,179
2025-12-05 20:55:00,Hyderabad,HYD_C1,17.385,78.4867,95.73,80.41,1.456,-81.4,150
2025-12-05 20:55:30,Hyderabad,HYD_C1,17.385,78.4867,86.34,86.19,1.427,-90.4,131
2025-12-05 20:56:00,Hyderabad,HYD_C1,17.385,78.4867,85.26,85.88,1.388,-82.1,130
2025-12-05 20:56:30,Hyderabad,HYD_C1,17.385,78.4867,97.58,83.09,1.515,-81.4,127
2025-12-05 20:57:00,Hyderabad,HYD_C1,17.385,78.4867,93.05,79.51,1.394,-94.8,152
2025-12-05 20:57:30,Hyderabad,HYD_C1,17.385,78.4867,99.07,82.35,1.606,-88.5,129
2025-12-05 20:58:00,Hyderabad,HYD_C1,17.385,78.4867,103.36,77.63,1.493,-93.3,129
2025-12-05 20:58:30,Hyderabad,HYD_C1,17.385,78.4867,88.26,85.89,1.479,-87.2,147
2025-12-05 20:59:00,Hyderabad,HYD_C1,17.385,78.4867,80.05,75.58,1.426,-92.8,147
2025-12-05 20:59:30,Hyderabad,HYD_C1,17.385,78.4867,74.03,73.29,1.401,-84.4,136
2025-12-05 21:00:00,Hyderabad,HYD_C1,17.385,78.4867,94.22,85.92,1.504,-82.0,136
2025-12-05 21:00:30,Hyderabad,HYD_C1,17.385,78.4867,101.99,81.67,1.373,-77.8,168
2025-12-05 21:01:00,Hyderabad,HYD_C1,17.385,78.4867,151.98,18.87,0.207,-81.6,41
2025-12-05 21:01:30,Hyderabad,HYD_C1,17.385,78.4867,173.05,24.77,0.269,-89.0,73
2025-12-05 21:02:00,Hyderabad,HYD_C1,17.385,78.4867,151.95,26.09,0.204,-83.6,100
2025-12-05 21:02:30,Hyderabad,HYD_C1,17.385,78.4867,158.72,15.52,0.231,-81.5,63
2025-12-05 21:03:00,Hyderabad,HYD_C1,17.385,78.4867,155.2,19.02,0.243,-82.5,72
2025-12-05 21:03:30,Hyderabad,HYD_C1,17.385,78.4867,160.9,26.14,0.27,-84.0,87
2025-12-05 21:04:00,Hyderabad,HYD_C1,17.385,78.4867,139.03,22.38,0.136,-95.0,82
2025-12-05 21:04:30,Hyderabad,HYD_C1,17.385,78.4867,179.58,23.64,0.232,-84.1,45
2025-12-05 21:05:00,Hyderabad,HYD_C1,17.385,78.4867,161.28,22.64,0.362,-86.2,72
2025-12-05 21:05:30,Hyderabad,HYD_C1,17.385,78.4867,149.27,24.1,0.189,-87.8,92
2025-12-05 21:06:00,Hyderabad,HYD_C1,17.385,78.4867,168.44,19.89,0.268,-84.5,65
2025-12-05 21:06:30,Hyderabad,HYD_C1,17.385,78.4867,149.15,19.82,0.203,-80.9,57
2025-12-05 21:07:00,Hyderabad,HYD_C1,17.385,78.4867,151.43,22.61,0.291,-82.1,51
2025-12-05 21:07:30,Hyderabad,HYD_C1,17.385,78.4867,170.85,17.97,0.377,-82.8,86
2025-12-05 21:08:00,Hyderabad,HYD_C1,17.385,78.4867,156.46,22.14,0.26,-88.1,82
2025-12-05 21:08:30,Hyderabad,HYD_C1,17.385,78.4867,158.1,18.33,0.256,-91.3,41
2025-12-05 21:09:00,Hyderabad,HYD_C1,17.385,78.4867,176.46,23.98,0.194,-80.3,56
2025-12-05 21:09:30,Hyderabad,HYD_C1,17.385,78.4867,150.93,23.44,0.235,-88.8,51
2025-12-05 21:10:00,Hyderabad,HYD_C1,17.385,78.4867,171.04,26.08,0.208,-87.5,66
2025-12-05 21:10:30,Hyderabad,HYD_C1,17.385,78.4867,167.38,24.11,0.261,-87.4,102
2025-12-05 21:11:00,Hyderabad,HYD_C1,17.385,78.4867,168.73,25.38,0.241,-81.2,90
2025-12-05 21:11:30,Hyderabad,HYD_C1,17.385,78.4867,171.75,21.0,0.127,-91.1,49
2025-12-05 21:12:00,Hyderabad,HYD_C1,17.385,78.4867,159.42,24.64,0.264,-84.0,46
2025-12-05 21:12:30,Hyderabad,HYD_C1,17.385,78.4867,155.43,18.73,0.249,-90.9,98
2025-12-05 21:13:00,Hyderabad,HYD_C1,17.385,78.4867,141.05,18.73,0.277,-82.7,102
2025-12-05 21:13:30,Hyderabad,HYD_C1,17.385,78.4867,151.49,21.67,0.386,-86.0,96
2025-12-05 21:14:00,Hyderabad,HYD_C1,17.385,78.4867,162.79,17.46,0.192,-88.0,109
2025-12-05 21:14:30,Hyderabad,HYD_C1,17.385,78.4867,159.2,21.89,0.277,-87.1,75
2025-12-05 21:15:00,Hyderabad,HYD_C1,17.385,78.4867,160.49,20.63,0.265,-79.2,86
2025-12-05 21:15:30,Hyderabad,HYD_C1,17.385,78.4867,170.73,18.93,0.231,-83.5,88
2025-12-05 21:16:00,Hyderabad,HYD_C1,17.385,78.4867,154.45,15.61,0.138,-85.8,72
2025-12-05 21:16:30,Hyderabad,HYD_C1,17.385,78.4867,139.34,25.19,0.244,-85.5,73
2025-12-05 21:17:00,Hyderabad,HYD_C1,17.385,78.4867,139.74,19.65,0.215,-88.1,54
2025-12-05 21:17:30,Hyderabad,HYD_C1,17.385,78.4867,165.19,19.13,0.108,-90.3,105
2025-12-05 21:18:00,Hyderabad,HYD_C1,17.385,78.4867,152.58,26.75,0.287,-92.1,64
2025-12-05 21:18:30,Hyderabad,HYD_C1,17.385,78.4867,152.06,22.02,0.253,-82.2,96
2025-12-05 21:19:00,Hyderabad,HYD_C1,17.385,78.4867,165.53,15.91,0.306,-87.2,63
2025-12-05 21:19:30,Hyderabad,HYD_C1,17.385,78.4867,172.05,13.94,0.308,-89.4,73
2025-12-05 21:20:00,Hyderabad,HYD_C1,17.385,78.4867,176.04,22.28,0.211,-84.8,79
2025-12-05 21:20:30,Hyderabad,HYD_C1,17.385,78.4867,151.61,23.66,0.197,-86.8,104
2025-12-05 21:21:00,Hyderabad,HYD_C1,17.385,78.4867,184.32,30.24,0.172,-85.0,107
2025-12-05 21:21:30,Hyderabad,HYD_C1,17.385,78.4867,152.99,31.81,0.389,-85.0,58
2025-12-05 21:22:00,Hyderabad,HYD_C1,17.385,78.4867,151.41,26.49,0.204,-87.1,54
2025-12-05 21:22:30,Hyderabad,HYD_C1,17.385,78.4867,155.05,19.59,0.198,-82.9,107
2025-12-05 21:23:00,Hyderabad,HYD_C1,17.385,78.4867,165.27,25.33,0.34,-84.7,77
2025-12-05 21:23:30,Hyderabad,HYD_C1,17.385,78.4867,159.02,18.05,0.261,-87.8,55
2025-12-05 21:24:00,Hyderabad,HYD_C1,17.385,78.4867,136.21,14.31,0.134,-86.2,69
2025-12-05 21:24:30,Hyderabad,HYD_C1,17.385,78.4867,158.39,16.54,0.267,-77.9,101
2025-12-05 21:25:00,Hyderabad,HYD_C1,17.385,78.4867,158.32,19.9,0.338,-88.7,69
2025-12-05 21:25:30,Hyderabad,HYD_C1,17.385,78.4867,146.98,20.55,0.205,-83.7,84
2025-12-05 21:26:00,Hyderabad,HYD_C1,17.385,78.4867,135.18,22.36,0.219,-85.0,53
2025-12-05 21:26:30,Hyderabad,HYD_C1,17.385,78.4867,151.47,19.98,0.296,-92.8,65
2025-12-05 21:27:00,Hyderabad,HYD_C1,17.385,78.4867,157.25,22.6,0.251,-90.9,56
2025-12-05 21:27:30,Hyderabad,HYD_C1,17.385,78.4867,180.57,22.8,0.247,-80.6,109
2025-12-05 21:28:00,Hyderabad,HYD_C1,17.385,78.4867,173.03,20.63,0.18,-76.2,61
2025-12-05 21:28:30,Hyderabad,HYD_C1,17.385,78.4867,147.42,16.96,0.336,-84.0,54
2025-12-05 21:29:00,Hyderabad,HYD_C1,17.385,78.4867,151.73,23.87,0.342,-80.3,66
2025-12-05 21:29:30,Hyderabad,HYD_C1,17.385,78.4867,175.64,18.38,0.218,-79.2,45
2025-12-05 21:30:00,Hyderabad,HYD_C1,17.385,78.4867,173.36,23.7,0.218,-84.2,46
2025-12-05 21:30:30,Hyderabad,HYD_C1,17.385,78.4867,156.21,24.96,0.247,-86.0,52
2025-12-05 21:31:00,Hyderabad,HYD_C1,17.385,78.4867,177.27,23.7,0.318,-87.0,66
2025-12-05 21:31:30,Hyderabad,HYD_C1,17.385,78.4867,157.93,18.25,0.267,-88.2,93
2025-12-05 21:32:00,Hyderabad,HYD_C1,17.385,78.4867,151.31,15.67,0.339,-85.7,55
2025-12-05 21:32:30,Hyderabad,HYD_C1,17.385,78.4867,150.85,20.02,0.217,-87.8,82
2025-12-05 21:33:00,Hyderabad,HYD_C1,17.385,78.4867,140.37,20.92,0.239,-85.2,48
2025-12-05 21:33:30,Hyderabad,HYD_C1,17.385,78.4867,152.96,22.76,0.303,-87.4,88
2025-12-05 21:34:00,Hyderabad,HYD_C1,17.385,78.4867,150.67,17.06,0.154,-85.7,60
2025-12-05 21:34:30,Hyderabad,HYD_C1,17.385,78.4867,146.02,15.6,0.305,-84.9,75
2025-12-05 21:35:00,Hyderabad,HYD_C1,17.385,78.4867,152.67,28.7,0.161,-81.8,48
2025-12-05 21:35:30,Hyderabad,HYD_C1,17.385,78.4867,146.78,24.93,0.321,-84.9,73
2025-12-05 21:36:00,Hyderabad,HYD_C1,17.385,78.4867,152.72,19.48,0.305,-82.4,81
2025-12-05 21:36:30,Hyderabad,HYD_C1,17.385,78.4867,157.16,10.84,0.277,-87.9,64
2025-12-05 21:37:00,Hyderabad,HYD_C1,17.385,78.4867,149.52,25.32,0.227,-80.3,53
2025-12-05 21:37:30,Hyderabad,HYD_C1,17.385,78.4867,150.93,18.65,0.134,-77.9,46
2025-12-05 21:38:00,Hyderabad,HYD_C1,17.385,78.4867,141.16,23.82,0.185,-82.9,46
2025-12-05 21:38:30,Hyderabad,HYD_C1,17.385,78.4867,137.05,20.43,0.359,-85.2,71
2025-12-05 21:39:00,Hyderabad,HYD_C1,17.385,78.4867,158.4,20.35,0.374,-89.7,67
2025-12-05 21:39:30,Hyderabad,HYD_C1,17.385,78.4867,175.07,26.75,0.193,-89.6,83
2025-12-05 21:40:00,Hyderabad,HYD_C1,17.385,78.4867,159.72,21.28,0.212,-86.4,67
2025-12-05 21:40:30,Hyderabad,HYD_C1,17.385,78.4867,164.07,21.49,0.245,-86.1,47
2025-12-05 21:41:00,Hyderabad,HYD_C1,17.385,78.4867,143.78,20.8,0.18,-84.5,103
2025-12-05 21:41:30,Hyderabad,HYD_C1,17.385,78.4867,163.08,21.09,0.297,-91.2,99
2025-12-05 21:42:00,Hyderabad,HYD_C1,17.385,78.4867,158.13,17.38,0.236,-81.1,54
2025-12-05 21:42:30,Hyderabad,HYD_C1,17.385,78.4867,173.98,20.48,0.186,-88.8,48
2025-12-05 21:43:00,Hyderabad,HYD_C1,17.385,78.4867,158.43,19.69,0.299,-86.4,54
2025-12-05 21:43:30,Hyderabad,HYD_C1,17.385,78.4867,166.85,25.98,0.335,-76.9,89
2025-12-05 21:44:00,Hyderabad,HYD_C1,17.385,78.4867,173.26,20.49,0.338,-87.1,108
2025-12-05 21:44:30,Hyderabad,HYD_C1,17.385,78.4867,167.47,24.61,0.318,-92.5,91
2025-12-05 21:45:00,Hyderabad,HYD_C1,17.385,78.4867,151.23,20.54,0.249,-80.5,91
2025-12-05 21:45:30,Hyderabad,HYD_C1,17.385,78.4867,150.88,19.16,0.259,-89.3,65
2025-12-05 21:46:00,Hyderabad,HYD_C1,17.385,78.4867,157.66,27.86,0.291,-83.5,108
2025-12-05 21:46:30,Hyderabad,HYD_C1,17.385,78.4867,144.89,17.98,0.199,-83.5,63
2025-12-05 21:47:00,Hyderabad,HYD_C1,17.385,78.4867,153.92,25.98,0.276,-91.8,87
2025-12-05 21:47:30,Hyderabad,HYD_C1,17.385,78.4867,160.7,25.66,0.229,-84.1,40
2025-12-05 21:48:00,Hyderabad,HYD_C1,17.385,78.4867,182.18,25.96,0.242,-82.1,51
2025-12-05 21:48:30,Hyderabad,HYD_C1,17.385,78.4867,152.51,15.1,0.249,-85.1,86
2025-12-05 21:49:00,Hyderabad,HYD_C1,17.385,78.4867,147.02,20.65,0.353,-90.6,42
2025-12-05 21:49:30,Hyderabad,HYD_C1,17.385,78.4867,149.64,30.16,0.39,-85.4,40
2025-12-05 21:50:00,Hyderabad,HYD_C1,17.385,78.4867,147.97,26.88,0.352,-87.6,63
2025-12-05 21:50:30,Hyderabad,HYD_C1,17.385,78.4867,166.57,18.26,0.227,-80.3,78
2025-12-05 21:51:00,Hyderabad,HYD_C1,17.385,78.4867,164.33,25.01,0.289,-84.8,88
2025-12-05 21:51:30,Hyderabad,HYD_C1,17.385,78.4867,167.97,19.96,0.303,-84.2,70
2025-12-05 21:52:00,Hyderabad,HYD_C1,17.385,78.4867,154.2,16.77,0.291,-82.7,101
